Country Name,Country Code,Series Name,Series Code,2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Denmark,DNK,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,2170.75219727,2426.85400391,3026.66455078,3504.77783203,3720.54370117,4008.06884766,4577.48681641,5156.95166016,5254.76123047,5042.46142578,5251.77490234,5042.00488281,5254.99365234,5371.95214844,4604.26074219,4681.91162109,4873.52197266,5214.66015625,..,..
Denmark,DNK,International migrant stock (% of population),SM.POP.TOTL.ZS,..,..,..,..,8.12860900915002,..,..,..,..,9.18291776249834,..,..,..,..,10.0989913532723,..,..,..,..,..
Denmark,DNK,Refugee population by country or territory of asylum,SM.POP.REFG,73284,73600,69855,65305,44362,36650,26779,23385,20340,17907,13386,11797,13153,17767,27312,33501,35668,36623,37533,36718
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,6254649538.98487,7367975887.72723,9874013098.46432,12145911801.2422,14106790200.2239,17022870405.2189,22449129482.617,24341678628.9732,19633031397.6104,19523477325.6235,23183616045.5168,23020466784.6112,25108615091.9884,26598657880.5486,22881558191.8523,24056487770.898,26857880621.935,30474612057.4484,31045591753.4901,30650285471.7215
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,4505.85833233188,5341.62894677002,7203.52303786646,8914.10355674451,10412.6443137966,12639.4000677296,16744.5844516343,18204.9664786762,14711.7352728223,14663.0446126465,17464.9200795794,17404.2008024604,19050.5859209,20234.1174174704,17395.040616214,18282.9233927131,20387.2831474612,23052.3012559586,23397.1200148694,23027.0269956294
Estonia,EST,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,2.3,1,0.8,0.7,0.4,0.4,0.6,0.7,1,0.7,0.8,0.7,0.6,0.5,0.3,0.2,..,..
Estonia,EST,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,99.8857879638672,..,..,..,..,..,..,..,..,..
Estonia,EST,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..,..,..,..,84.9207305908203,85.6972579956055,85.3210983276367,85.6841125488281,86.4620971679688,86.5545501708984,87.2545623779297,88.4385375976563,85.9455490112305,86.5550918579102,86.8937530517578,86.9619216918945,87.6303024291992,..,85.7552032470703
Estonia,EST,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.776496887207
Estonia,EST,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.8465099334717
Estonia,EST,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.01794004440308,1.01774001121521,1.02349996566772,1.01709997653961,1.01028001308441,1.01449000835419,1.01461005210876,1.0130900144577,1.005499958992,0.99397999048233,0.991479992866516,0.992290019989014,0.99210000038147,0.993910014629364,0.997789978981018,1.00454998016357,1.01177000999451,1.01576995849609,1.02198994159698,..
Estonia,EST,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,214.70414734,250.48020935,349.05804443,455.06811523,524.68011475,600.50787354,832.73309326,1038.56225586,963.01965332,926.4541626,1015.96826172,1013.31420898,1144.64685059,1238.92700195,1112.9140625,1186.1027832,1350.38061523,1552.96875,..,..
Estonia,EST,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,47.23409271,59.80169678,82.85099792,115.74459839,133.96086121,147.85020447,203.29203796,242.6700592,216.32823181,222.34503174,239.6240387,237.91362,280.37710571,302.3866272,272.38504028,289.60723877,357.38772583,409.98904419,..,..
Estonia,EST,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,168.02285767,190.89704895,265.55014038,336.59585571,388.34008789,449.03344727,625.16119385,791.95703125,743.25762939,687.51037598,761.89770508,771.52270508,863.86730957,934.01623535,838.67254639,894.72906494,992.62579346,1142.58435059,..,..
Estonia,EST,International migrant stock (% of population),SM.POP.TOTL.ZS,..,..,..,..,17.2388840286148,..,..,..,..,16.3570151844209,..,..,..,..,15.4163092221449,..,..,..,..,..
Estonia,EST,Refugee population by country or territory of asylum,SM.POP.REFG,6,6,6,6,..,..,6,16,16,31,34,48,52,82,158,312,405,319,331,297
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,129421029082.774,139738377564.465,171274266365.688,197116960516.514,204809103345.355,216907539831.891,256052559540.104,284553976856.599,252496526813.004,249181190476.369,275243697751.011,258304834621.605,271285280621.373,274497230802.958,234440080998.273,240607907010.383,255016517537.983,275580448365.235,268782471380.392,269751312854.475
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,24946.1891891404,26869.6749036293,32855.1326287803,37702.8453762641,39040.2888825052,41188.0936997302,48414.8450929722,53554.0389224673,47293.9928335042,46459.9732548543,51081.9976703127,47710.7902169415,49878.0432444536,50260.2998588958,42784.6983616432,43784.2839622098,46297.4963459994,49964.4999098426,48678.3141318652,48773.2811691347
Finland,FIN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,0,0,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0.1,0.1,0.1,0,0.1,0.1,..,..
Finland,FIN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..,64.3962936401367,..,66.1979904174805,67.1308517456055,67.968391418457,68.7850875854492,69.6325378417969,70.4480590820313,71.2015533447266,71.953727722168,72.8120803833008,73.5687713623047,74.0170669555664,..,75.5235595703125,..,77.4507217407227,..
Finland,FIN,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..,..,..,..,..,..,21.1388092041016,21.8909206390381,22.5055408477783,23.0319995880127,..,24.3361492156982,..,25.9350891113281,..
Finland,FIN,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.05446994304657,1.05659997463226,1.05271005630493,1.02023005485535,1.02005994319916,1.02063000202179,1.02225005626678,1.02240002155304,1.02356994152069,1.02248001098633,1.02109003067017,1.02188003063202,1.05431997776031,1.05675995349884,1.05718004703522,1.05761003494263,1.05625998973846,1.05789995193481,1.05174994468689,..
Finland,FIN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1806.0501709,2054.26293945,2606.77587891,3035.97875977,3228.95214844,3407.66552734,3911.96582031,4481.21679688,4347.12158203,4249.60205078,4715.93505859,4572.5234375,4892.09716797,4922.67578125,4127.14990234,4107.06298828,4233.46826172,4515.67724609,..,..
Finland,FIN,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,429.35913086,475.9671936,591.25909424,672.77282715,716.5244751,724.28509521,836.2701416,948.78265381,911.56304932,911.5267334,982.22406006,923.32025146,1004.70263672,1006.28765869,884.67041016,910.33868408,930.71551514,968.12432861,..,..
Finland,FIN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,1376.5189209,1578.10058594,2015.4161377,2363.15161133,2512.38085938,2683.33203125,3075.64770508,3532.43310547,3435.35766602,3337.77905273,3733.42358398,3649.06884766,3887.33374023,3916.28442383,3242.43066406,3196.66455078,3302.63330078,3547.37304688,..,..
Finland,FIN,International migrant stock (% of population),SM.POP.TOTL.ZS,..,..,..,..,3.66289593105173,..,..,..,..,4.62274947542641,..,..,..,..,5.73968325726902,..,..,..,..,..
Finland,FIN,Refugee population by country or territory of asylum,SM.POP.REFG,12726,12485,10835,11309,11801,11827,6201,6621,7448,8721,9170,9910,11242,11783,12692,18402,20793,22287,23458,23483
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,1376465324384.79,1494286655373.61,1840480812641.08,2115742488204.62,2196126103718.44,2318593651988.46,2657213249384.07,2918382891460.38,2690222283967.77,2642609548930.36,2861408170264.6,2683825225092.63,2811077725703.59,2852165760630.27,2438207896251.84,2471285607081.72,2588740901639.81,2789593979064.58,2728870246705.88,2630317731455.26
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,22433.5549829528,24177.3355586498,29568.3887998673,33741.2619183406,34760.1850154731,36443.6263055433,41508.4326882318,45334.117956922,41575.4219609625,40638.3352541414,43790.7260166781,40874.7003927338,42592.9353850549,43011.2631028417,36638.184929157,37037.3741861219,38685.2584944953,41572.4850099629,40578.6442850534,39030.3603713482
France,FRA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,0.2,0,0,0,0,0,0,0.1,0,0.1,0.1,0,0.1,0.1,0,0,..,..
France,FRA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
France,FRA,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..,..,55.6975784301758,56.5906105041504,..,59.4229507446289,60.3495597839355,60.4208717346191,61.8988800048828,62.7715682983398,63.7497215270996,66.3351593017578,68.5302200317383,69.4374313354492,69.6656265258789,70.0754928588867,..,72.1873474121094,..
France,FRA,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..,..,..,98.3435821533203,98.6075897216797,..,99.1647415161133,99.2794494628906,98.8655624389648,98.4357376098633,98.4455795288086,98.4509201049805,97.8960494995117,97.5446166992188,97.5224227905273,97.6264724731445,97.5684661865234,..,97.6722869873047,..
France,FRA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,16.3929500579834,17.6630706787109,17.4036998748779,18.0016708374023,..,19.7005405426025,..
France,FRA,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.997730016708374,0.999239981174469,1.00241994857788,1.0014899969101,0.998440027236938,0.995469987392426,0.997829973697662,0.997569978237152,0.998329997062683,1.00078999996185,1.00325000286102,1.00304996967316,1.00567996501923,1.00685000419617,1.00341999530792,1.00250005722046,1.00194001197815,1.00080001354218,0.998740017414093,..
France,FRA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,2192.71582031,2449.75830078,3006.3059082,3458.62744141,3575.02514648,3814.27636719,4318.73876953,4812.53662109,4741.41552734,4598.3203125,4939.31054688,4651.10839844,4901.93310547,4998.66845703,4208.38623047,4268.17431641,4424.5078125,4690.07226563,..,..
France,FRA,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,597.33154297,661.38580322,822.6630249,946.08764648,981.41796875,1095.2322998,1246.97167969,1412.56774902,1389.45336914,1358.00585938,1470.16796875,1380.51843262,1447.74377441,1471.68481445,1161.67541504,1168.2520752,1181.14086914,1248.9107666,..,..
France,FRA,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,1595.38427734,1788.37243652,2183.64306641,2512.53955078,2593.60717773,2719.04418945,3071.76733398,3399.96875,3351.96191406,3240.31420898,3469.14233398,3270.59008789,3454.18945313,3526.99023438,3046.71313477,3099.92895508,3243.3684082,3441.16650391,..,..
France,FRA,International migrant stock (% of population),SM.POP.TOTL.ZS,..,..,..,..,11.0016541016987,..,..,..,..,11.430036776973,..,..,..,..,12.0884793768866,..,..,..,..,..
France,FRA,Refugee population by country or territory of asylum,SM.POP.REFG,131601,132182,130838,139852,137316,145996,151789,171206,196364,200687,210207,217865,232487,252248,273117,304527,337158,368345,407915,436100
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,3219488663.77231,3395728013.84524,3991284895.37214,5125365191.98664,6410823633.25426,7745394293.41721,10172882370.5477,12795076469.0099,10766836276.5639,12243505582.6741,15107441446.7833,16488403076.3641,17189551520.9811,17627003454.7205,14953950557.4406,15141758566.7808,16242916915.7203,17599700090.762,17477255562.2583,15846489610.8073
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,801.990413888373,853.516453713318,1010.0079801313,1305.04748557208,1642.76093756395,1996.05712927664,2635.35388202963,3324.73587905411,2822.66743023352,3233.29594347421,4021.74330617286,4421.81824228013,4623.74572473419,4739.18833846421,4014.18594419329,4062.16988757379,4357.00093554628,4722.78778321766,4697.98365238984,4266.69079450924
Georgia,GEO,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,19,10.3,10.4,9.9,10.7,10.3,11.6,10.2,10.1,12,11.1,8.5,6.4,4.9,3.7,3.8,5,4.5,3.8,..
Georgia,GEO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,99.6523513793945,..,..,..,..,..,..,..,..,..,..,..,99.5861892700195,..,..,99.3642578125,..,99.5584411621094,..
Georgia,GEO,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,83.6632766723633,..,..,..,..,..,..,..,..,..,90.9254989624023,..,92.0671615600586,..,93.4507904052734,92.4962997436523,..,92.1729507446289,..
Georgia,GEO,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..,98.2679901123047,..,..,..,..,..,..,..,..,..,98.1364212036133,..,98.7651824951172,..,99.3061370849609,99.3067169189453,..,99.186897277832,..
Georgia,GEO,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..,..,..,..,..,..,30.1727104187012,..,30.864330291748,..,32.8466300964355,34.0182189941406,..,33.6676902770996,..
Georgia,GEO,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.05137002468109,1.04945003986359,1.041100025177,1.03957998752594,1.03953003883362,1.07647001743317,..,1.01988995075226,..,..,..,..,1.0081000328064,1.01177000999451,1.01435995101929,1.01025998592377,1.01057004928589,1.01249003410339,1.00751996040344,1.00706994533539
Georgia,GEO,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,55.22227478,64.06044006,77.73462677,100.87417603,126.44508362,145.05230713,186.61778259,268.14035034,257.06176758,271.0166626,296.68869019,326.47607422,334.6890564,345.25598145,275.84082031,301.54577637,285.98770142,312.74691772,..,..
Georgia,GEO,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,42.66002274,49.83666992,62.12172699,81.24259949,102.20431519,114.21865082,146.67958069,192.36155701,188.03727722,203.39936829,234.79379272,251.82318115,245.74549866,241.39846802,170.71688843,184.2505188,172.75492859,187.65808105,..,..
Georgia,GEO,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,8.74530411,9.19732571,11.10494614,14.69281101,18.86848831,22.52198601,27.43956757,48.73807144,55.0742836,57.76213455,51.86966705,63.47732544,78.84644318,95.29625702,98.11566925,110.48717499,106.43275452,123.41460419,..,..
Georgia,GEO,International migrant stock (% of population),SM.POP.TOTL.ZS,..,..,..,..,4.46464383290137,..,..,..,..,4.28697273402332,..,..,..,..,4.22024835167253,..,..,..,..,..
Georgia,GEO,Refugee population by country or territory of asylum,SM.POP.REFG,7902,4194,3864,2559,2500,1377,1051,1001,872,638,461,469,847,858,1973,2122,2089,1987,1355,1800
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,1944107382550.34,2068624129493.69,2496128668171.56,2809187981127.39,2845802760850.64,2992196713084.93,3421229126745.14,3730027830672.33,3397791053070.3,3396354075663.73,3744408602683.94,3527344944139.83,3732743446218.92,3883920155292.26,3356235704119.75,3467498002104.33,3681732583768.5,3975347237442.99,3888326788627.44,3846413928653.71
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,23607.8828553922,25077.7290759602,30243.5765296979,34044.0536341248,34507.3688142332,36323.4477421822,41587.2128984264,45427.151677489,41485.9016495139,41531.9341978689,46644.776027968,43858.3630551076,46285.7640688407,47959.9932737599,41086.7296737253,42107.5172703074,44542.2952040833,47950.1808142041,46794.8992915603,46208.4294717472
Germany,DEU,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,..,..,..,..
Germany,DEU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..,..,78.4840774536133,77.6236801147461,77.8464736938477,79.1142120361328,80.1641693115234,80.6187515258789,81.1279907226563,81.7228622436523,82.04736328125,82.3082504272461,82.9972076416016,83.083366394043,83.0064163208008,..,83.4613037109375,..,..
Germany,DEU,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,..,100,..,..
Germany,DEU,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,24.1829490661621,24.7420501708984,25.5801200866699,..,25.1498794555664,..,..
Germany,DEU,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.983269989490509,0.982129991054535,0.980069994926453,0.980449974536896,0.980390012264252,0.978070020675659,0.980080008506775,0.978049993515015,0.960330009460449,0.961250007152557,0.96000999212265,0.96136999130249,0.964460015296936,0.965309977531433,0.966109991073608,0.963729977607727,0.957650005817413,0.960990011692047,0.965369999408722,..
Germany,DEU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,2346.61499023,2567.49145508,3152.78051758,3459.80957031,3558.19824219,3697.92163086,4182.79931641,4669.63525391,4674.78320313,4611.81054688,5036.48486328,4762.84765625,5096.82080078,5304.31884766,4622.20654297,4742.03417969,5052.67333984,5472.20214844,..,..
Germany,DEU,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,512.11004639,569.37225342,712.1361084,833.93835449,865.4407959,915.49420166,1038.54492188,1154.0057373,1137.93920898,1120.70214844,1238.58605957,1170.23925781,1202.01318359,1219.29211426,1065.20617676,1078.33813477,1126.15344238,1221.15942383,..,..
Germany,DEU,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,1834.49389648,1998.13049316,2440.64453125,2625.87133789,2692.7421875,2782.41210938,3144.25463867,3515.62939453,3536.86108398,3491.10864258,3797.8815918,3592.5925293,3894.80761719,4085.02685547,3556.98632813,3663.69604492,3926.51953125,4251.02880859,..,..
Germany,DEU,International migrant stock (% of population),SM.POP.TOTL.ZS,..,..,..,..,12.676388329431,..,..,..,..,14.4286016089924,..,..,..,..,14.8790512953233,..,..,..,..,..
Germany,DEU,Refugee population by country or territory of asylum,SM.POP.REFG,903000,980001,960393,876614,699996,605359,578866,582719,593787,594250,571672,589735,187545,216956,316098,669468,970357,1063835,1146682,1210636
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,136191353914.989,153830946734.425,201924269751.693,240521261484.976,247783002114.165,273317736795.885,318497937311.799,354460802695.181,330000251458.739,296835346570.223,282625610892.477,242043151399.458,238839788899.338,235144949470.797,195604846736.019,193017030649.7,199350781053.185,211945897765.431,205144152830.847,188835201625.91
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,12538.1788690276,14110.3133652111,18477.5783602862,21955.1041364941,22551.7357667365,24801.1577837357,28827.3263926878,31997.2820241039,29710.970232488,26690.6074159782,25450.5341194438,21914.2517286273,21781.5953472612,21587.9575508932,18076.6067552915,17911.7993774946,18536.1907178433,19747.3425837935,19133.7577636254,17622.5410033504
Greece,GRC,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,0.5,0.7,0.3,0.6,0.5,0.3,0.6,1,1.2,1.5,1,1.5,1.4,1.1,0.9,0.1,..,..
Greece,GRC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,95.9943618774414,..,..,..,93.0443115234375,..,93.9315490722656,..,93.9051132202148,..,97.3687362670898,..,..,..,..,..,..,97.9359512329102,..,..
Greece,GRC,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..,..,..,48.9836807250977,52.9032592773438,52.171630859375,52.6665382385254,..,53.662281036377,..,..,..,56.2749290466309,57.9250907897949,54.6379585266113,..,..,..,65.2687072753906
Greece,GRC,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..,..,..,..,92.0291366577148,95.554817199707,93.1176681518555,93.2871398925781,..,93.3814010620117,..,..,..,94.6889190673828,95.2607803344727,91.4755096435547,..,..,..,96.4685211181641
Greece,GRC,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..,..,..,..,20.0333194732666,..,..,..,22.1860599517822,22.929069519043,20.1387195587158,..,..,..,26.0435390472412
Greece,GRC,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.02265000343323,1.0025999546051,0.994270026683807,0.979680001735687,0.965579986572266,0.961239993572235,0.956439971923828,..,..,0.970340013504028,0.980080008506775,0.975189983844757,0.973039984703064,0.964680016040802,0.959569990634918,0.9653599858284,0.971040010452271,0.975350022315979,0.976090013980865,..
Greece,GRC,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1004.81542969,1168.82409668,1566.40979004,1782.69592285,1935.26757813,2052.87548828,2426.75952148,2840.50854492,2809.05957031,2564.36987305,2338.91577148,1948.24816895,1813.8782959,1705.11437988,1452.07446289,1488.1986084,1505.94140625,1566.89990234,..,..
Greece,GRC,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,369.70794678,462.18008423,628.69158936,737.609375,757.96057129,788.12866211,889.70678711,984.64257813,889.6774292,796.90631104,797.82342529,706.24414063,691.8425293,711.17095947,602.47558594,708.65838623,718.55084229,750.99975586,..,..
Greece,GRC,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,635.10748291,706.64398193,937.71386719,1045.1151123,1177.30249023,1264.75854492,1537.00646973,1855.83959961,1919.17346191,1767.05969238,1536.73779297,1239.19750977,1106.92468262,971.6819458,825.64501953,775.67590332,784.70367432,813.74188232,..,..
Greece,GRC,International migrant stock (% of population),SM.POP.TOTL.ZS,..,..,..,..,10.7564892225255,..,..,..,..,11.3598566550025,..,..,..,..,11.3423773738507,..,..,..,..,..
Greece,GRC,Refugee population by country or territory of asylum,SM.POP.REFG,6927,2778,2762,2479,2394,2292,2228,2169,1700,1443,1566,2090,3468,10292,24831,46411,38988,61446,80454,103136
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,53749989092.0197,67608919144.3684,85302003908.042,104141042625.791,113236711635.539,115751266695.185,140227560615.121,158374419641.016,131114229049.178,132231134158.608,141999960209.893,128857370476.631,135732595721.853,141078984816.675,125210324613.14,128636108315.474,143136245596.988,160586833778.457,163526491433.29,155808436238.487
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,5276.03318905496,6655.33300865319,8421.10331316153,10303.704193626,11225.9325815328,11493.1004118789,13944.9710132004,15777.1920232033,13081.7926445778,13223.0830027699,14240.2575010219,12989.1802815896,13719.9505393621,14298.833667395,12720.7120220668,13107.3779137744,14623.6966492311,16427.3727611478,16735.6597794761,15980.740889649
Hungary,HUN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,0.1,0.7,0.1,0.1,0,0.1,0.1,0.1,0.3,0.1,0.6,0.6,1.3,0.6,0.2,..,..
Hungary,HUN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,99.0999984741211,..,..,..,..,..,..
Hungary,HUN,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,55.0740013122559,..,..,..,63.5524215698242,..,..,..,74.5380096435547,75.6911087036133,76.6575622558594,77.6319808959961,78.487419128418,74.1223602294922,75.0991821289063,76.0597763061523,..,..,..,80.0114974975586
Hungary,HUN,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,98.4574737548828,..,..,..,98.9780807495117,..,..,..,..,..,..,..,99.6455612182617,99.5173797607422,99.5505981445313,99.5666732788086,..,..,..,99.6724624633789
Hungary,HUN,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,19.4259796142578,19.9017601013184,20.6730899810791,20.4075393676758,..,..,..,24.0824909210205
Hungary,HUN,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.998799979686737,0.998769998550415,0.995679974555969,0.988340020179749,0.986620008945465,0.987890005111694,0.990750014781952,0.9860600233078,0.990019977092743,0.988900005817413,0.985989987850189,0.986209988594055,1.00150001049042,1.00186002254486,1.00296998023987,0.993550002574921,0.99905002117157,0.994589984416962,1.09373998641968,..
Hungary,HUN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,359.69747925,473.12783813,682.86566162,798.45361328,895.20330811,893.20300293,1003.25817871,1117.20227051,943.68768311,983.11083984,1063.43225098,961.1383667,990.63116455,1006.15649414,870.51922607,914.19354248,981.03887939,1081.80285645,..,..
Hungary,HUN,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,119.05177307,145.53352356,204.98335266,242.53250122,267.14810181,264.80136108,323.16375732,360.33483887,302.15292358,328.1076355,359.25854492,337.93310547,334.73617554,334.83215332,280.43527222,295.1831665,307.31219482,334.27084351,..,..
Hungary,HUN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,240.64537048,327.59429932,477.88232422,555.92114258,628.0557251,628.40216064,680.09436035,756.86798096,641.53479004,655.00323486,704.17321777,623.20526123,655.89447021,671.32476807,590.08392334,619.01031494,673.72668457,747.53192139,..,..
Hungary,HUN,International migrant stock (% of population),SM.POP.TOTL.ZS,..,..,..,..,3.63300621911885,..,..,..,..,4.35978033343808,..,..,..,..,4.56246525249104,..,..,..,..,..
Hungary,HUN,Refugee population by country or territory of asylum,SM.POP.REFG,4700,6075,7013,7702,8040,8068,8124,7740,6041,5400,5085,4034,2422,2854,4383,4736,5671,6019,5750,5898
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,8234846804.60582,9318395054.85934,11429333037.8443,13825302535.7699,16852963067.0496,17465318552.2941,21652505596.7528,18074622987.0185,13154414219.207,13751161917.7398,15221622925.9319,14751508133.5443,16125060515.3117,17867662177.8911,17517210519.0912,20793168030.9524,24728285177.4603,26267063757.5495,24857740445.0401,21718075725.2054
